iter	Passed	Remaining
237	3922	7070
238	3941	7058
239	3959	7044
240	3979	7034
241	3995	7017
242	4013	7003
243	4031	6988
244	4048	6973
245	4066	6959
246	4084	6945
247	4101	6929
248	4116	6910
249	4131	6890
250	4148	6875
251	4165	6859
252	4183	6845
253	4200	6830
254	4216	6812
255	4232	6795
256	4249	6780
257	4267	6764
258	4286	6752
259	4303	6736
260	4321	6721
261	4338	6706
262	4356	6691
263	4372	6674
264	4389	6658
265	4407	6644
266	4426	6632
267	4443	6614
268	4459	6598
269	4477	6583
270	4494	6568
271	4505	6542
272	4520	6524
273	4536	6506
274	4553	6490
275	4569	6472
276	4586	6457
277	4602	6440
278	4619	6424
279	4638	6411
280	4655	6395
281	4671	6377
282	4689	6363
283	4706	6347
284	4723	6331
285	4741	6316
286	4758	6301
287	4776	6285
288	4794	6270
289	4811	6255
290	4830	6241
291	4846	6224
292	4862	6206
293	4878	6189
294	4894	6171
295	4912	6157
296	4923	6134
297	4942	6119
298	4958	6102
299	4974	6085
300	4990	6068
301	5005	6049
302	5015	6024
303	5032	6009
304	5048	5992
305	5064	5974
306	5081	5959
307	5090	5933
308	5106	5915
309	5123	5900
310	5141	5885
311	5149	5859
312	5167	5843
313	5184	5828
314	5202	5813
315	5210	5788
316	5226	5770
317	5244	5756
318	5262	5740
319	5279	5725
320	5297	5710
321	5306	5685
322	5323	5669
323	5341	5655
324	5359	5639
325	5376	5623
326	5394	5608
327	5411	5592
328	5429	5577
329	5445	5561
330	5461	5544
331	5477	5526
332	5493	5509
333	5510	5493
334	5527	5478
335	5545	5463
336	5562	5447
337	5578	5430
338	5596	5414
339	5613	5398
340	5630	5382
341	5647	5367
342	5665	5351
343	5682	5336
344	5700	5320
345	5718	5305
346	5734	5288
347	5751	5272
348	5768	5256
349	5786	5240
350	5803	5225
351	5821	5209
352	5838	5193
353	5855	5177
354	5869	5158
355	5887	5143
356	5905	5128
357	5923	5112
358	5941	5097
359	5960	5082
360	5977	5066
361	5994	5050
362	6011	5034
363	6027	5017
364	6043	5000
365	6060	4984
366	6075	4966
367	6091	4949
368	6108	4933
369	6125	4917
370	6134	4894
371	6151	4878
372	6168	4861
373	6186	4846
374	6195	4823
375	6210	4806
376	6225	4789
377	6244	4773
378	6255	4753
379	6273	4738
380	6290	4722
381	6308	4706
382	6325	4690
383	6336	4669
384	6351	4652
385	6368	4636
386	6384	4618
387	6401	4603
388	6418	4587
389	6427	4565
390	6445	4550
391	6464	4534
392	6481	4518
393	6497	4501
394	6513	4485
395	6529	4468
396	6546	4452
397	6564	4436
398	6581	4420
399	6590	4398
400	6605	4381
401	6622	4365
