iter	Logloss
0	0.6789086412
1	0.6648764972
2	0.6516450991
3	0.6394311732
4	0.6264311106
5	0.615649126
6	0.6032720551
7	0.5954264194
8	0.583996953
9	0.5735740741
10	0.564560367
11	0.5601251708
12	0.553671762
13	0.5477501577
14	0.5424873828
15	0.5364725496
16	0.5316271613
17	0.5264049693
18	0.5219971525
19	0.5177121473
20	0.5134137381
21	0.5097140872
22	0.5047081918
23	0.4991601002
24	0.4959589383
25	0.4922187077
26	0.4873851795
27	0.4838214312
28	0.4798287155
29	0.4753492237
30	0.4729671067
31	0.4709762275
32	0.4690732213
33	0.4661936008
34	0.4639773876
35	0.4621724579
36	0.4609728751
37	0.4586915208
38	0.4572308461
39	0.45431321
40	0.4529093102
41	0.4512999249
42	0.4495436296
43	0.4483339443
44	0.4470352395
45	0.4457918122
46	0.4446855761
47	0.4426479032
48	0.4416522299
49	0.4406581171
50	0.4392103135
51	0.436959327
52	0.4360623253
53	0.435180429
54	0.4340342746
55	0.4331267671
56	0.4320994611
57	0.4313326848
58	0.4304949356
59	0.4290780961
60	0.4283100447
61	0.4267390242
62	0.4254888736
63	0.4244804643
64	0.4240365008
65	0.4234469521
66	0.4224787885
67	0.4217576145
68	0.4210036384
69	0.4199196556
70	0.4189095914
71	0.4183038479
72	0.4175414135
73	0.4170185713
74	0.4165026575
75	0.4160083312
76	0.4156177297
77	0.4143990157
78	0.4139218831
79	0.4134131247
80	0.412637392
81	0.4121293102
82	0.4116417004
83	0.411088241
84	0.4106424392
85	0.4101248386
86	0.4094978793
87	0.4088596218
88	0.4082563123
89	0.4077000205
90	0.4070812816
91	0.4065997777
92	0.4059574354
93	0.4053429449
94	0.4048027904
95	0.4043723223
96	0.4039371222
97	0.4033789334
98	0.4030477904
99	0.4024362443
100	0.4019696747
101	0.4016364216
102	0.4011590954
103	0.4008102051
104	0.4002113407
105	0.3997054316
106	0.3994604568
107	0.3987049369
108	0.3980878406
109	0.3974237223
110	0.3970609943
111	0.3968139971
112	0.3964408547
113	0.395958456
114	0.3955548768
115	0.3951701401
116	0.3948985968
117	0.394505588
118	0.3942146085
119	0.3937812604
120	0.3934067376
121	0.3931978523
122	0.3926365877
123	0.3923573493
124	0.3919484103
125	0.3916073224
126	0.391255435
127	0.3910882762
128	0.3907566294
129	0.3904387373
130	0.3901514472
131	0.3898927004
132	0.3895770775
133	0.3892125874
134	0.3889161206
135	0.3887427403
136	0.3884139514
137	0.3880931255
138	0.387890817
139	0.3876787685
140	0.3873583163
141	0.3870433463
142	0.3867546165
143	0.3864128498
144	0.3861443955
145	0.3856938114
146	0.3854647446
147	0.3852272767
148	0.384772831
149	0.38454406
150	0.3842833868
151	0.3839525487
152	0.3837086334
153	0.383397147
154	0.3832778311
155	0.3830084669
156	0.3826416357
157	0.3824947454
158	0.3822393785
159	0.3820551718
160	0.3818521498
161	0.381568917
162	0.3812400894
163	0.3808579796
164	0.380491654
165	0.3803150837
166	0.3800547564
167	0.3798783214
168	0.3796859859
169	0.3794962063
170	0.3792765197
171	0.379073449
172	0.3785289801
173	0.3783242862
174	0.3780578166
175	0.3778260772
176	0.3777074137
177	0.377377971
178	0.377057924
179	0.3766174528
180	0.3763665419
181	0.376250145
182	0.3760484319
183	0.3758596991
184	0.3755749248
185	0.375370613
186	0.3750666455
187	0.3748756415
188	0.3746027882
189	0.3744051078
190	0.3741375406
191	0.3739143745
192	0.3735782626
193	0.3733241091
194	0.3730862273
195	0.3729504958
196	0.3727829402
197	0.372647736
198	0.3726172907
199	0.3722960943
200	0.3720711846
201	0.3719330567
202	0.371758373
203	0.3715332188
204	0.3713378789
205	0.3711365147
206	0.3709406386
207	0.3706429927
208	0.3704755674
209	0.3703005631
210	0.37010784
211	0.3699322416
212	0.369626064
213	0.3694059191
214	0.3691533984
215	0.3686434921
216	0.3684824461
217	0.3683108144
218	0.3681491611
219	0.3677614366
220	0.3674470984
221	0.3672449772
222	0.3669840458
223	0.3667089003
224	0.3666045167
225	0.3663109729
226	0.3660623134
227	0.3658955804
228	0.3658416153
229	0.3656848917
230	0.3652744519
231	0.3651767069
232	0.3647920819
233	0.3646189388
234	0.3643803072
235	0.3643032001
236	0.3640180665
237	0.363480926
238	0.3632309159
239	0.3630503518
240	0.3628821798
241	0.3627476572
242	0.3624472171
243	0.3621926759
244	0.3619800651
245	0.3618567421
246	0.3616395076
247	0.3614640537
248	0.361156769
249	0.3609294806
