iter	Passed	Remaining
0	23	15586
1	55	18608
2	79	17644
3	105	17523
4	126	16692
5	154	17027
6	171	16164
7	195	16141
8	214	15650
9	237	15594
10	258	15393
11	277	15145
12	303	15249
13	330	15430
14	346	15062
15	375	15258
16	401	15335
17	408	14743
18	432	14743
19	455	14743
20	481	14801
21	509	14928
22	535	14989
23	558	14964
24	587	15087
25	617	15214
26	642	15219
27	686	15671
28	726	15984
29	747	15871
30	775	15915
31	802	15934
32	827	15898
33	857	15971
34	886	16013
35	910	15960
36	932	15878
37	957	15856
38	984	15847
39	1008	15815
40	1030	15730
41	1056	15720
42	1078	15652
43	1101	15597
44	1120	15488
45	1138	15372
46	1161	15326
47	1179	15214
48	1198	15110
49	1217	15023
50	1237	14941
51	1261	14913
52	1284	14878
53	1305	14817
54	1323	14730
55	1335	14576
56	1390	14880
57	1430	15016
58	1455	14996
59	1484	15022
60	1506	14965
61	1528	14917
62	1550	14864
63	1571	14805
64	1592	14750
65	1605	14616
66	1620	14514
67	1637	14428
68	1656	14359
69	1677	14304
70	1695	14229
71	1716	14188
72	1724	14033
73	1748	14008
74	1766	13941
75	1781	13855
76	1800	13795
77	1817	13727
78	1831	13632
79	1851	13588
80	1860	13459
81	1879	13405
82	1900	13368
83	1919	13323
84	1943	13305
85	1965	13276
86	1986	13241
87	2008	13216
88	2030	13187
89	2048	13131
90	2066	13082
91	2083	13019
92	2101	12971
93	2118	12914
94	2137	12870
95	2157	12834
96	2179	12809
97	2201	12780
98	2222	12750
99	2249	12752
100	2270	12724
101	2297	12723
102	2320	12705
103	2341	12677
104	2357	12618
105	2373	12562
106	2394	12531
107	2415	12504
108	2435	12467
109	2454	12429
110	2474	12392
111	2496	12372
112	2519	12353
113	2540	12323
114	2562	12299
115	2583	12272
116	2605	12246
117	2624	12211
118	2649	12200
119	2670	12171
120	2690	12140
121	2715	12129
122	2737	12108
123	2757	12074
124	2779	12053
125	2797	12011
126	2816	11974
127	2837	11949
128	2858	11919
129	2875	11876
130	2894	11842
131	2913	11807
132	2932	11774
133	2953	11746
134	2972	11712
135	2996	11699
136	3015	11664
137	3037	11642
138	3061	11628
139	3072	11564
140	3089	11526
141	3103	11473
142	3112	11406
143	3129	11366
144	3146	11328
145	3159	11276
146	3183	11262
147	3206	11243
148	3226	11217
149	3249	11200
150	3273	11187
151	3298	11177
152	3319	11150
153	3334	11106
154	3358	11093
155	3380	11072
156	3401	11050
157	3417	11008
158	3437	10983
159	3458	10959
160	3477	10929
161	3497	10901
162	3517	10877
163	3535	10843
164	3558	10826
165	3573	10786
166	3592	10757
167	3603	10703
168	3621	10671
169	3642	10649
170	3660	10616
171	3678	10585
172	3699	10564
173	3717	10532
174	3736	10504
175	3758	10485
176	3783	10473
177	3803	10449
178	3825	10429
179	3846	10405
180	3863	10373
181	3886	10357
182	3903	10322
183	3923	10298
184	3938	10261
185	3956	10232
186	3978	10212
187	4001	10195
188	4023	10176
189	4042	10149
190	4062	10124
191	4088	10114
192	4112	10099
193	4135	10083
194	4163	10077
195	4186	10060
196	4208	10039
197	4228	10016
198	4246	9986
199	4267	9965
200	4294	9955
201	4313	9929
202	4333	9905
203	4350	9874
204	4367	9842
205	4390	9826
206	4411	9802
207	4435	9788
208	4454	9761
209	4471	9730
210	4489	9703
211	4507	9674
212	4528	9652
213	4549	9631
214	4570	9608
215	4591	9586
216	4610	9560
217	4631	9538
218	4650	9513
219	4670	9489
220	4690	9465
221	4708	9438
222	4728	9415
223	4750	9394
224	4767	9365
225	4785	9337
226	4805	9314
227	4821	9283
228	4840	9257
229	4859	9232
230	4882	9215
231	4904	9195
232	4924	9172
233	4945	9151
234	4963	9124
235	4984	9102
236	5004	9080
237	5028	9063
238	5047	9039
239	5069	9019
240	5091	8999
241	5111	8976
242	5130	8951
243	5148	8924
244	5166	8898
245	5184	8872
246	5205	8851
247	5220	8820
248	5237	8792
249	5256	8768
250	5274	8741
251	5294	8719
252	5312	8693
253	5331	8668
254	5352	8647
255	5370	8622
256	5392	8602
257	5415	8585
258	5437	8565
259	5453	8536
260	5473	8515
261	5495	8495
262	5515	8473
263	5536	8451
264	5550	8420
265	5568	8393
266	5589	8373
267	5612	8356
268	5631	8331
269	5650	8308
270	5672	8288
271	5695	8271
272	5717	8251
273	5734	8225
274	5750	8197
275	5774	8180
276	5796	8161
277	5817	8140
278	5836	8117
279	5854	8092
280	5871	8065
281	5900	8055
282	5920	8033
283	5940	8010
284	5957	7984
285	5977	7962
286	5998	7942
287	6018	7920
288	6041	7901
289	6060	7878
290	6079	7854
291	6104	7839
292	6122	7815
293	6142	7793
294	6158	7765
295	6178	7743
296	6204	7729
297	6224	7707
298	6240	7680
299	6259	7656
300	6274	7629
301	6293	7606
302	6313	7584
303	6334	7563
304	6354	7541
305	6373	7518
306	6393	7497
307	6413	7475
308	6430	7449
309	6448	7426
310	6466	7402
311	6488	7382
312	6512	7365
313	6531	7342
314	6550	7320
315	6571	7299
316	6592	7278
317	6611	7256
318	6632	7235
319	6653	7215
320	6674	7194
321	6697	7175
322	6717	7154
323	6736	7131
324	6753	7106
325	6772	7083
326	6795	7065
327	6817	7046
328	6840	7028
329	6857	7002
330	6880	6984
331	6900	6963
332	6917	6937
333	6942	6921
334	6957	6895
335	6973	6870
336	6998	6853
337	7010	6824
338	7032	6804
339	7046	6776
340	7065	6754
341	7089	6736
342	7108	6715
343	7128	6693
344	7148	6671
345	7163	6646
346	7183	6624
347	7203	6602
348	7223	6582
349	7241	6558
350	7260	6536
351	7281	6515
352	7301	6494
