iter	Passed	Remaining
0	16	10720
1	33	10596
2	55	11919
3	72	11610
4	93	11891
5	111	11779
6	128	11614
7	142	11291
8	161	11338
9	177	11236
10	194	11150
11	211	11081
12	225	10920
13	242	10879
14	260	10870
15	278	10905
16	298	10985
17	320	11094
18	336	11043
19	352	10954
20	368	10891
21	383	10804
22	400	10768
23	419	10791
24	436	10766
25	455	10781
26	472	10756
27	491	10767
28	508	10758
29	524	10695
30	540	10648
31	577	11004
32	594	10976
33	609	10891
34	639	11098
35	659	11097
36	681	11139
37	697	11091
38	714	11054
39	731	11012
40	745	10928
41	768	10983
42	788	10981
43	807	10970
44	835	11083
45	859	11135
46	877	11109
47	895	11085
48	916	11087
49	936	11087
50	958	11105
51	978	11100
52	993	11044
53	1013	11038
54	1035	11046
55	1055	11050
56	1082	11108
57	1106	11145
58	1128	11146
59	1146	11117
60	1167	11120
61	1188	11117
62	1203	11062
63	1229	11103
64	1252	11117
65	1265	11048
66	1315	11292
67	1345	11356
68	1382	11481
69	1408	11511
70	1424	11453
71	1441	11414
72	1459	11377
73	1476	11335
74	1493	11291
75	1509	11239
76	1529	11219
77	1538	11123
78	1555	11083
79	1571	11041
80	1590	11015
81	1604	10957
82	1610	10846
83	1618	10754
84	1633	10701
85	1650	10670
86	1668	10643
87	1693	10661
88	1713	10646
89	1727	10593
90	1746	10572
91	1761	10529
92	1778	10499
93	1794	10462
94	1815	10453
95	1835	10441
96	1850	10394
97	1866	10361
98	1886	10346
99	1906	10334
100	1927	10321
101	1943	10288
102	1962	10267
103	1976	10223
104	1993	10194
105	2006	10145
106	2023	10118
107	2039	10084
108	2054	10044
109	2068	10005
110	2080	9954
111	2094	9910
112	2111	9882
113	2126	9849
114	2138	9798
115	2156	9777
116	2170	9737
117	2192	9734
118	2211	9718
119	2224	9677
120	2243	9658
121	2261	9639
122	2280	9621
123	2297	9598
124	2321	9600
125	2343	9597
126	2362	9582
127	2382	9568
128	2398	9537
129	2417	9520
130	2436	9503
131	2452	9476
132	2464	9432
133	2481	9408
134	2497	9378
135	2513	9352
136	2533	9340
137	2550	9313
138	2570	9302
139	2582	9259
140	2595	9222
141	2610	9193
142	2626	9165
143	2640	9130
144	2658	9113
145	2676	9092
146	2695	9077
147	2712	9053
148	2727	9023
149	2741	8992
150	2755	8959
151	2770	8931
152	2786	8906
153	2801	8877
154	2815	8845
155	2831	8822
156	2853	8816
157	2870	8794
158	2890	8780
159	2910	8767
160	2928	8748
161	2943	8722
162	2960	8701
163	2979	8684
164	2991	8648
165	3012	8637
166	3027	8611
167	3046	8595
168	3063	8573
169	3081	8554
170	3097	8530
171	3117	8519
172	3133	8494
173	3150	8472
174	3168	8456
175	3183	8429
176	3198	8402
177	3211	8370
178	3227	8349
179	3244	8327
180	3261	8305
181	3276	8282
182	3292	8258
183	3307	8232
184	3322	8208
185	3340	8189
186	3351	8154
187	3369	8136
188	3384	8112
189	3397	8082
190	3413	8060
191	3427	8032
192	3443	8010
193	3463	7997
194	3476	7968
195	3490	7942
196	3506	7920
197	3523	7901
198	3538	7876
199	3552	7850
200	3570	7833
201	3593	7827
202	3612	7813
203	3626	7785
204	3638	7756
205	3652	7729
206	3679	7732
207	3697	7714
208	3715	7698
209	3730	7673
210	3749	7659
211	3768	7642
212	3784	7622
213	3798	7596
214	3813	7573
215	3835	7564
216	3854	7548
217	3871	7529
218	3890	7514
219	3905	7491
220	3922	7472
221	3939	7453
222	3955	7431
223	3971	7411
224	3988	7392
225	4002	7366
226	4014	7339
227	4031	7319
228	4047	7298
229	4065	7283
230	4079	7259
231	4095	7238
232	4112	7219
233	4129	7200
234	4143	7176
235	4159	7156
236	4177	7138
237	4191	7114
238	4205	7091
239	4223	7074
240	4238	7051
241	4255	7033
242	4272	7015
243	4289	6996
244	4304	6974
245	4320	6955
246	4335	6933
247	4352	6915
248	4373	6903
249	4388	6880
250	4402	6857
251	4419	6839
252	4437	6822
253	4454	6804
254	4468	6782
255	4485	6763
256	4503	6746
257	4516	6722
258	4530	6699
259	4544	6677
260	4560	6657
261	4578	6641
262	4591	6617
263	4606	6595
264	4619	6571
265	4632	6547
266	4646	6526
267	4658	6501
268	4677	6485
269	4690	6461
270	4704	6440
271	4715	6415
272	4732	6396
273	4749	6379
274	4768	6363
275	4785	6345
276	4798	6323
277	4818	6309
278	4835	6291
279	4850	6271
280	4866	6252
281	4877	6227
282	4890	6204
283	4905	6183
284	4921	6164
285	4937	6145
286	4952	6126
287	4969	6108
288	4986	6091
289	5003	6072
290	5022	6058
291	5043	6044
292	5059	6026
293	5079	6012
294	5094	5992
295	5108	5971
296	5126	5954
297	5139	5932
298	5156	5914
299	5174	5899
300	5191	5881
301	5211	5867
302	5228	5849
303	5243	5829
304	5257	5809
305	5275	5792
306	5288	5771
307	5305	5753
308	5326	5740
309	5349	5729
310	5369	5715
311	5390	5701
312	5406	5682
313	5423	5665
314	5440	5647
315	5457	5630
316	5478	5616
317	5496	5599
318	5510	5579
319	5533	5567
320	5548	5548
321	5564	5530
322	5581	5511
323	5597	5493
324	5613	5475
325	5628	5455
326	5643	5436
327	5659	5417
328	5678	5402
329	5695	5384
330	5709	5364
331	5727	5348
332	5743	5329
333	5759	5310
334	5774	5292
335	5789	5272
336	5806	5255
337	5821	5236
338	5837	5217
339	5851	5197
340	5871	5182
341	5886	5163
342	5901	5144
343	5917	5126
344	5933	5107
345	5950	5090
346	5969	5075
347	5988	5059
348	6011	5046
349	6029	5030
350	6043	5010
351	6058	4991
352	6074	4972
353	6089	4954
354	6098	4929
355	6114	4912
356	6132	4896
357	6151	4879
358	6168	4862
359	6185	4845
360	6199	4825
361	6218	4810
362	6235	4792
363	6249	4773
364	6263	4753
365	6280	4736
366	6296	4718
367	6314	4701
368	6334	4686
369	6349	4668
370	6365	4649
371	6382	4632
372	6400	4615
373	6416	4598
374	6437	4583
375	6454	4566
376	6475	4551
377	6490	4533
378	6505	4514
379	6518	4494
380	6533	4475
381	6538	4450
382	6553	4431
383	6569	4413
384	6586	4396
385	6599	4376
386	6617	4360
387	6634	4343
388	6649	4325
389	6669	4309
390	6683	4290
391	6690	4266
392	6696	4242
393	6710	4223
394	6727	4206
395	6743	4188
396	6757	4170
397	6774	4153
398	6796	4139
399	6805	4117
400	6822	4100
401	6838	4082
402	6853	4064
403	6870	4047
404	6890	4032
405	6902	4012
406	6918	3994
407	6933	3976
408	6947	3958
409	6962	3940
410	6975	3920
411	7002	3909
412	7018	3891
413	7033	3873
414	7048	3855
415	7065	3838
416	7088	3824
417	7102	3806
418	7118	3788
419	7133	3770
420	7153	3755
421	7166	3736
422	7182	3718
