iter	Logloss
0	0.6740980518
1	0.6562552978
2	0.6352102125
3	0.6184600637
4	0.6025856121
5	0.5862642745
6	0.5724879957
7	0.5606095489
8	0.5517261767
9	0.5426679065
10	0.5354530214
11	0.528319037
12	0.5196243368
13	0.5118189244
14	0.5052166969
15	0.4988067851
16	0.4935048081
17	0.4881815384
18	0.4815826331
19	0.4775166538
20	0.4727944559
21	0.469005907
22	0.4647724881
23	0.4610695662
24	0.4573856837
25	0.4535107108
26	0.4509611153
27	0.4481184939
28	0.4450438677
29	0.442302651
30	0.4397211983
31	0.4371602229
32	0.4352738277
33	0.4331833739
34	0.4312980367
35	0.4291925832
36	0.4272477224
37	0.4241398979
38	0.4218361885
39	0.4193256304
40	0.4174198893
41	0.4158315256
42	0.414031478
43	0.4122794002
44	0.4107418567
45	0.4094670267
46	0.4073522634
47	0.4059733749
48	0.4045184741
49	0.4033744523
50	0.4023127847
51	0.4007348646
52	0.3998982377
53	0.3990129643
54	0.3976388379
55	0.3965493209
56	0.3955424243
57	0.3942679404
58	0.393433329
59	0.3924114901
60	0.3911186744
61	0.3902951567
62	0.3894625267
63	0.3885567677
64	0.3877013643
65	0.3869089403
66	0.3859704446
67	0.3850505955
68	0.3839250799
69	0.3828164323
70	0.3820833145
71	0.381138252
72	0.3800736144
73	0.3790987125
74	0.3784339266
75	0.3776153969
76	0.3767905301
77	0.3760393891
78	0.3751727809
79	0.3745856295
80	0.3739349388
81	0.3732153921
82	0.3726969358
83	0.3718685358
84	0.3712245769
85	0.370359833
86	0.369564352
87	0.3691416803
88	0.3684430866
89	0.3678329838
90	0.367204741
91	0.3665702653
92	0.3659097448
93	0.3652638884
94	0.3647334154
95	0.3642325517
96	0.363521988
97	0.3630454211
98	0.3625064893
99	0.3620541469
100	0.3615050356
101	0.3607751768
102	0.3603445784
103	0.3597938947
104	0.3592597792
105	0.358774106
106	0.3583543973
107	0.3577966749
108	0.3572834989
109	0.3568484226
110	0.3561219115
111	0.3551944609
112	0.3547643315
113	0.3543348693
114	0.3539173817
115	0.3533758144
116	0.3527460793
117	0.3523865636
118	0.3520228584
119	0.3513625512
120	0.3509799053
121	0.3501453666
122	0.3496023256
123	0.3493149934
124	0.3489846119
125	0.3484020963
126	0.3479464242
127	0.3475185586
128	0.3471832444
129	0.3466589684
130	0.3460498939
131	0.3456325877
132	0.3449376438
133	0.3445193061
134	0.3440828132
135	0.3436147786
136	0.343215618
137	0.3426856603
138	0.3423051567
139	0.3419662586
140	0.3415528781
141	0.3410269154
142	0.340525153
143	0.3401030897
144	0.3396463261
145	0.3390666567
146	0.3384579271
147	0.3378964351
148	0.3372024945
149	0.3365956286
150	0.33616508
151	0.3357611226
152	0.3353694961
153	0.3349996888
154	0.3345829639
155	0.3342204051
156	0.3337401476
157	0.3331682332
158	0.3326280788
159	0.3322012635
160	0.3315561391
161	0.3312523025
162	0.3308331084
163	0.3304790491
164	0.3301470312
165	0.3296855213
166	0.3291949203
167	0.328702948
168	0.3283669798
169	0.3279949309
170	0.3276829176
171	0.3273163648
172	0.3270171694
173	0.3264910339
174	0.3260738068
175	0.3256082739
176	0.3251825162
177	0.3247392099
178	0.324465244
179	0.3240887877
180	0.3238966691
181	0.3235870103
182	0.323154999
183	0.3226928279
184	0.3223086746
185	0.3218982884
186	0.3215364026
187	0.3212599854
188	0.3208196769
189	0.3205012153
190	0.3200005153
191	0.3197274028
192	0.3195179899
193	0.3192332378
194	0.3188414218
195	0.3183434195
196	0.3180609422
197	0.3175840817
198	0.3170564247
199	0.3164411202
200	0.3159341073
201	0.3156243707
202	0.3153221161
203	0.3149720471
204	0.3146118218
205	0.3141526516
206	0.313771512
207	0.3133701563
208	0.3127951805
209	0.3122889388
210	0.3119095054
211	0.3114737061
212	0.3108791159
213	0.3106645186
214	0.310011275
215	0.3094794874
216	0.3090886121
217	0.30876274
218	0.3083221417
219	0.3079901111
220	0.3077482235
221	0.3072733305
222	0.3069847369
223	0.3065856299
224	0.3061888703
225	0.3058680384
226	0.3053518977
227	0.3049515497
228	0.3045007349
229	0.3040100801
230	0.303682819
231	0.3032630265
232	0.3028992956
233	0.3024632293
234	0.3020171454
235	0.3016263878
236	0.3008530441
237	0.3005392859
238	0.3001664615
239	0.2996410503
240	0.2993423577
241	0.2988839523
242	0.2982539832
243	0.2974546932
244	0.2972110526
245	0.2968184969
246	0.2964981904
247	0.2961462355
248	0.2959342987
249	0.2954034236
250	0.2951095142
251	0.2945994124
252	0.2942954336
253	0.2938173523
254	0.293212702
255	0.2927781671
256	0.2924602156
257	0.2921007365
258	0.2918081199
259	0.2913605673
260	0.2910493101
261	0.2906409541
262	0.2902948039
263	0.2899548844
264	0.289630368
265	0.2893165272
266	0.2889908753
267	0.2885853407
268	0.2882563497
269	0.2877715033
270	0.2872665644
271	0.2869056867
272	0.2864095357
273	0.2860625984
274	0.2857014648
275	0.2853803892
276	0.2850510328
277	0.2845974325
278	0.2842034102
279	0.2838115465
280	0.2835965892
281	0.2832313841
282	0.2828401513
283	0.2823832112
284	0.2819273817
285	0.281673567
286	0.2814011937
287	0.2811352222
288	0.2808743255
289	0.28048745
