iter	Logloss
0	0.6737532151
1	0.6588470666
2	0.6432449938
3	0.6325144175
4	0.6211147349
5	0.6081701637
6	0.5961588618
7	0.5851374453
8	0.5786644149
9	0.5687035432
10	0.5610357211
11	0.5545121988
12	0.5469269592
13	0.5423884664
14	0.5367144348
15	0.5306680401
16	0.5266762414
17	0.52178882
18	0.5177024445
19	0.5130255222
20	0.508393413
21	0.5037993245
22	0.5005445046
23	0.4980135033
24	0.4948193013
25	0.490901931
26	0.4870582865
27	0.4834518899
28	0.4809986015
29	0.4787528396
30	0.4749896543
31	0.4722837293
32	0.469720402
33	0.4674736276
34	0.4661523606
35	0.4639162914
36	0.4624281803
37	0.4606125771
38	0.458079209
39	0.4548741039
40	0.4527825852
41	0.451935584
42	0.4499912421
43	0.4485039409
44	0.445656436
45	0.4442840172
46	0.4429699388
47	0.4414439141
48	0.4401155811
49	0.4382167327
50	0.4367066593
51	0.4354431873
52	0.4341847786
53	0.4318720535
54	0.4306784991
55	0.4295425829
56	0.4285224147
57	0.4278949182
58	0.4266790991
59	0.4251618306
60	0.4239760674
61	0.4227530046
62	0.4217351378
63	0.4206543287
64	0.4196694624
65	0.4182403437
66	0.4178041185
67	0.4166434206
68	0.4158075176
69	0.414981921
70	0.4140581818
71	0.4132514053
72	0.411943188
73	0.4111196557
74	0.4103264439
75	0.4095374625
76	0.4089933639
77	0.4076984796
78	0.4073756582
79	0.406588585
80	0.4061868557
81	0.4054914193
82	0.4048582505
83	0.4040837945
84	0.4034456931
85	0.4027875076
86	0.4023809324
87	0.4023129263
88	0.4017486126
89	0.4008654963
90	0.4002898445
91	0.3991259795
92	0.3987737744
93	0.3977585187
94	0.3971129164
95	0.3965400956
96	0.3956934672
97	0.3952299153
98	0.3944742284
99	0.3933203359
100	0.3925357093
101	0.3921703003
102	0.391121033
103	0.3908620757
104	0.3904395695
105	0.3901370138
106	0.3894178551
107	0.388872248
108	0.3885456926
109	0.388150807
110	0.3877515251
111	0.3874611221
112	0.3870926986
113	0.3867605743
114	0.3864582386
115	0.3862016325
116	0.3852821174
117	0.3848305969
118	0.3844256591
119	0.3839122718
120	0.3831545188
121	0.3826472953
122	0.3819734556
123	0.3816381286
124	0.381357516
125	0.3807868003
126	0.3806051879
127	0.3802622699
128	0.3798161088
129	0.3790995502
130	0.3787950444
131	0.3784880231
132	0.378170098
133	0.3779266229
134	0.377625081
135	0.3770916188
136	0.3767440641
137	0.3764284021
138	0.3762000674
139	0.3760699193
140	0.3757068636
141	0.3753723372
142	0.3749954178
143	0.3741530143
144	0.373816584
145	0.3735700933
146	0.3731517667
147	0.3726866906
148	0.3722782779
149	0.3718943207
150	0.371502214
151	0.3710690411
152	0.3707831163
153	0.3704166151
154	0.3701532068
155	0.3698858256
156	0.3695604886
157	0.3692641957
158	0.3688169783
159	0.3683319223
160	0.3679952369
161	0.3675918631
162	0.36725176
163	0.3667921052
164	0.3666592133
165	0.3664815103
166	0.3659994438
167	0.365719423
168	0.3654134896
169	0.3652632383
170	0.3649270251
171	0.3645474064
172	0.3640400954
173	0.363803461
174	0.363376849
175	0.3631933413
176	0.3630288895
177	0.3625037227
178	0.3619224644
179	0.3614519749
180	0.3613258788
181	0.3611399842
182	0.3608375574
183	0.3607354487
184	0.3605175619
185	0.3602071603
186	0.3599251451
187	0.3596976474
188	0.3594568321
189	0.3590593142
190	0.3585232177
191	0.3582984868
192	0.3577749736
193	0.357632818
194	0.3571602663
195	0.3570021587
196	0.3568519613
197	0.3564771833
198	0.3561338038
199	0.3558816442
200	0.3555938495
201	0.3553714526
202	0.3551158674
203	0.3544213068
204	0.3543030225
205	0.3541606892
206	0.3538243975
207	0.3537069889
208	0.3535125982
209	0.353140111
210	0.3529460246
211	0.3526398729
212	0.3521859044
213	0.351980249
214	0.3516821015
215	0.3515892016
216	0.3513057681
217	0.3510523648
218	0.3505444966
219	0.3503120382
220	0.3500771476
221	0.3496957361
222	0.3495791889
223	0.349359854
224	0.3492536631
225	0.3491049293
226	0.3486620835
227	0.3483667887
228	0.3479499497
229	0.3474589368
230	0.3471738137
231	0.3469228152
232	0.3466042143
233	0.3463229346
234	0.3459820053
235	0.3458971672
236	0.3455763744
237	0.3452462841
238	0.3449300936
239	0.3446943907
240	0.344166134
241	0.3440419707
242	0.3439003119
243	0.3435754682
244	0.3432221994
245	0.3430036181
246	0.3426544591
247	0.3424982893
248	0.34231359
249	0.3416199797
250	0.3414438114
251	0.3412497156
252	0.3409914474
253	0.3408268296
254	0.3404545122
255	0.3400078969
256	0.339716423
257	0.3393781163
258	0.3390152849
259	0.3385477754
260	0.3383396315
261	0.3381009259
262	0.3377906617
263	0.3375975544
264	0.3374798509
265	0.3371862565
266	0.3369329257
267	0.3366072675
268	0.3364191198
269	0.3360506054
270	0.3359405613
271	0.3356262056
272	0.3352607163
273	0.3350311296
274	0.3348626971
275	0.3342789278
276	0.3341191024
277	0.333863485
278	0.3336969965
279	0.3333256291
280	0.3330361485
281	0.3327617366
282	0.3324786112
283	0.3322079316
284	0.3319718389
285	0.3317092842
286	0.3313293223
287	0.3311634432
288	0.3309400818
289	0.3305217432
290	0.330199624
291	0.3296554008
292	0.3291913616
293	0.328925504
294	0.3288263296
295	0.3286486424
296	0.3282738964
297	0.3279330273
298	0.3277019245
299	0.3275297033
300	0.327248371
301	0.3268849869
302	0.3265627017
303	0.3262523459
304	0.3259897922
305	0.3253940444
306	0.3251916699
307	0.3249657274
308	0.3247462303
309	0.3245084306
310	0.3243088495
311	0.3240940128
312	0.3237954371
313	0.3235242484
314	0.3231750775
315	0.322910548
316	0.3226302243
317	0.3224489944
318	0.3218799892
319	0.3216256446
320	0.3213831447
321	0.321272347
322	0.3209463158
323	0.3203560881
324	0.3202416888
325	0.3198284357
326	0.3195710532
327	0.3191214997
328	0.3186806423
329	0.3184345209
330	0.3182362286
331	0.3181053868
332	0.3177074611
333	0.3174802655
334	0.3172952653
335	0.31715391
336	0.3168274521
337	0.3165074489
338	0.3160573084
339	0.3158073979
340	0.3155365622
341	0.3153089389
342	0.3150879309
343	0.3146980854
344	0.3145313324
345	0.3144015536
346	0.3141288071
347	0.3139972492
348	0.3136083586
349	0.3134295335
350	0.3132032023
351	0.3129834316
352	0.3126585444
353	0.3125185167
354	0.3123213528
355	0.3120044446
356	0.3117350649
357	0.3113106129
358	0.3108701191
359	0.3105577923
360	0.310310986
361	0.310160043
362	0.310003788
363	0.3095787915
364	0.3093411783
365	0.3088041014
366	0.3084437472
367	0.3082324086
368	0.3080035536
369	0.3077266769
370	0.3074962286
371	0.3072146109
372	0.3068729147
373	0.3066716744
374	0.3063939899
375	0.3061648073
376	0.3060656062
377	0.30587356
378	0.3056092937
379	0.3055098787
380	0.3052055669
381	0.3048131561
382	0.3045850612
383	0.304422581
384	0.3041917739
385	0.3039473146
386	0.3037015007
387	0.3035288414
388	0.3032862842
389	0.3031252003
390	0.3029524074
391	0.3025723639
392	0.3023884746
393	0.3020759016
394	0.3019066858
395	0.3017121046
396	0.3014348307
397	0.3011385315
398	0.3008430366
