iter	Passed	Remaining
335	12253	13967
336	12288	13929
337	12324	13892
338	12369	13865
339	12408	13831
340	12451	13802
341	12486	13764
342	12522	13727
343	12563	13695
344	12594	13653
345	12628	13614
346	12665	13577
347	12706	13546
348	12742	13508
349	12777	13470
350	12809	13430
351	12845	13393
352	12872	13346
353	12911	13312
354	12949	13277
355	12982	13238
356	13016	13199
357	13059	13169
358	13096	13132
359	13134	13098
360	13169	13059
361	13209	13027
362	13252	12996
363	13287	12959
364	13319	12918
365	13363	12889
366	13394	12846
367	13422	12802
368	13458	12765
369	13497	12731
370	13533	12694
371	13576	12664
372	13613	12628
373	13654	12595
374	13696	12564
375	13735	12530
376	13770	12491
377	13804	12453
378	13840	12416
379	13883	12385
380	13918	12347
381	13957	12313
382	13990	12273
383	14024	12234
384	14060	12197
385	14095	12159
386	14133	12125
387	14171	12089
388	14206	12051
389	14246	12018
390	14288	11985
391	14322	11947
392	14362	11913
393	14395	11874
394	14434	11839
395	14466	11799
396	14501	11761
397	14535	11723
398	14572	11687
399	14605	11648
400	14648	11616
401	14685	11580
402	14722	11544
403	14759	11507
404	14800	11475
405	14829	11432
406	14869	11399
407	14902	11359
408	14941	11324
409	14976	11287
410	15011	11249
411	15043	11209
412	15075	11169
413	15108	11130
414	15146	11095
415	15179	11056
416	15212	11017
417	15248	10980
418	15288	10946
419	15326	10911
420	15367	10877
421	15398	10837
422	15437	10802
423	15476	10767
424	15514	10732
425	15553	10697
426	15594	10663
427	15629	10626
428	15671	10593
429	15712	10560
430	15743	10520
431	15783	10485
432	15812	10444
433	15847	10407
434	15887	10372
435	15925	10337
436	15965	10302
437	16000	10265
438	16032	10225
439	16066	10187
440	16103	10151
441	16139	10114
442	16171	10075
443	16204	10036
444	16242	10001
445	16275	9962
446	16312	9926
447	16348	9889
448	16384	9852
449	16424	9818
450	16454	9777
451	16488	9740
452	16528	9705
453	16558	9665
454	16592	9627
455	16630	9591
456	16664	9553
457	16698	9516
458	16740	9482
459	16777	9446
460	16816	9411
461	16851	9374
462	16881	9333
463	16909	9293
464	16947	9257
465	16981	9219
466	17017	9182
467	17051	9144
468	17082	9105
469	17115	9067
470	17158	9034
471	17195	8998
472	17233	8963
473	17267	8925
474	17308	8891
475	17348	8856
476	17383	8819
477	17419	8782
478	17457	8747
479	17496	8711
480	17531	8674
481	17568	8638
482	17603	8601
483	17642	8566
484	17679	8530
485	17720	8495
486	17753	8457
487	17792	8422
488	17828	8385
489	17869	8351
490	17916	8319
491	17955	8284
492	17994	8248
493	18031	8212
494	18073	8178
495	18110	8142
496	18140	8103
497	18174	8065
498	18217	8031
499	18261	7998
500	18301	7963
501	18338	7927
502	18367	7887
503	18391	7845
504	18398	7796
505	18409	7749
506	18419	7701
