iter	Passed	Remaining
0	12	7921
1	30	9791
2	46	9880
3	64	10269
4	82	10468
5	96	10210
6	113	10255
7	125	9975
8	141	9956
9	158	9993
10	176	10111
11	191	10078
12	209	10116
13	222	9984
14	240	10042
15	255	9985
16	271	9968
17	284	9878
18	301	9873
19	317	9887
20	333	9855
21	347	9792
22	360	9714
23	379	9770
24	394	9739
25	408	9670
26	422	9631
27	439	9643
28	451	9550
29	469	9568
30	491	9685
31	519	9900
32	538	9934
33	557	9977
34	577	10006
35	588	9912
36	607	9925
37	626	9950
38	648	10019
39	668	10060
40	689	10104
41	704	10065
42	726	10117
43	742	10085
44	762	10112
45	785	10173
46	805	10192
47	824	10204
48	842	10193
49	857	10148
50	874	10137
51	892	10129
52	909	10106
53	930	10133
54	943	10074
55	957	10023
56	976	10022
57	992	9996
58	1011	9990
59	1028	9975
60	1044	9951
61	1065	9967
62	1081	9942
63	1098	9923
64	1113	9881
65	1131	9870
66	1149	9864
67	1170	9884
68	1204	9999
69	1222	9990
70	1240	9974
71	1256	9949
72	1274	9936
73	1290	9907
74	1306	9879
75	1324	9861
76	1341	9843
77	1358	9819
78	1376	9812
79	1395	9806
80	1415	9803
81	1436	9807
82	1456	9808
83	1474	9794
84	1497	9811
85	1507	9749
86	1524	9723
87	1548	9747
88	1571	9764
89	1593	9770
90	1609	9743
91	1621	9693
92	1639	9680
93	1655	9651
94	1676	9652
95	1695	9644
96	1716	9642
97	1734	9629
98	1756	9632
99	1775	9623
100	1794	9612
101	1814	9608
102	1828	9570
103	1847	9557
104	1864	9536
105	1881	9516
106	1895	9478
107	1911	9449
108	1930	9438
109	1948	9423
110	1964	9398
111	1986	9399
112	2005	9387
113	2027	9388
114	2045	9374
115	2063	9355
116	2081	9340
117	2099	9321
118	2115	9298
119	2132	9277
120	2150	9259
121	2168	9241
122	2186	9225
123	2204	9207
124	2220	9184
125	2234	9152
126	2253	9139
127	2268	9108
128	2285	9089
129	2301	9064
130	2316	9036
131	2332	9011
132	2351	9000
133	2365	8969
134	2381	8943
135	2395	8913
136	2412	8893
137	2425	8860
138	2442	8837
139	2456	8809
140	2473	8790
141	2494	8785
142	2509	8757
143	2525	8734
144	2545	8724
145	2559	8695
146	2573	8665
147	2589	8643
148	2603	8614
149	2621	8597
150	2635	8570
151	2651	8548
152	2669	8531
153	2684	8505
154	2701	8487
155	2716	8462
156	2729	8430
157	2747	8415
158	2761	8388
159	2778	8369
160	2794	8349
161	2810	8327
162	2824	8299
163	2843	8286
164	2858	8263
165	2873	8240
166	2895	8235
167	2911	8214
168	2926	8190
169	2943	8173
170	2960	8155
171	2975	8131
172	2994	8117
173	3012	8101
174	3028	8081
175	3042	8054
176	3058	8035
177	3073	8011
178	3089	7991
179	3106	7973
180	3118	7941
181	3135	7924
182	3151	7905
183	3167	7883
184	3184	7866
185	3197	7839
186	3210	7812
187	3227	7793
188	3246	7781
189	3263	7762
190	3279	7744
191	3299	7732
192	3312	7706
193	3327	7685
194	3342	7662
195	3357	7639
196	3372	7618
197	3392	7606
198	3407	7585
199	3424	7567
200	3438	7544
201	3457	7530
202	3470	7506
203	3486	7486
204	3501	7464
205	3518	7446
206	3536	7431
207	3550	7407
208	3566	7388
209	3582	7369
210	3599	7351
211	3614	7331
212	3630	7311
213	3644	7289
214	3659	7267
215	3676	7251
216	3691	7230
217	3706	7208
218	3718	7182
219	3739	7172
220	3752	7148
221	3767	7127
222	3782	7107
223	3799	7090
224	3814	7069
225	3831	7052
226	3847	7033
227	3865	7019
228	3878	6994
229	3899	6984
230	3914	6965
231	3933	6950
232	3949	6932
233	3963	6910
234	3977	6889
235	3995	6872
236	4013	6858
237	4035	6849
238	4053	6834
239	4068	6814
240	4085	6797
241	4103	6782
242	4117	6761
243	4135	6746
244	4151	6726
245	4167	6707
246	4181	6687
247	4199	6671
248	4214	6652
249	4234	6639
250	4249	6619
251	4264	6599
252	4281	6582
253	4299	6567
254	4312	6545
255	4327	6525
256	4342	6505
257	4357	6485
258	4376	6471
259	4388	6447
260	4405	6430
261	4416	6405
262	4429	6383
263	4446	6366
264	4462	6348
265	4481	6334
266	4495	6313
267	4509	6292
268	4522	6271
269	4535	6248
270	4550	6229
271	4565	6211
272	4580	6191
273	4595	6172
274	4615	6159
275	4629	6139
276	4650	6127
277	4663	6106
278	4679	6088
279	4697	6073
280	4712	6054
281	4732	6041
282	4746	6021
283	4762	6003
284	4779	5986
285	4792	5966
286	4809	5949
287	4824	5929
288	4842	5915
289	4859	5898
290	4874	5879
291	4889	5860
292	4904	5841
293	4920	5824
294	4935	5805
295	4949	5785
296	4961	5763
297	4977	5746
298	4995	5730
299	5011	5712
300	5028	5696
301	5045	5680
302	5060	5662
303	5077	5645
304	5094	5629
305	5103	5603
306	5116	5582
307	5132	5565
308	5149	5549
309	5162	5529
310	5180	5514
311	5195	5495
312	5209	5476
313	5225	5458291	10841	158543292	10868	15802
293	10906	15766
294	10941	15726
295	10976	15685
296	11014	15650
297	11050	15612
298	11092	15582
299	11124	15537
300	11163	15502
301	11207	15475
302	11248	15443
303	11289	15411
304	11324	15372
305	11358	15330
306	11399	15298
307	11445	15272
308	11486	15241
309	11521	15201
310	11557	15162
311	11593	15122
312	11630	15086
313	11669	15051
314	11715	15025
315	11754	14990
316	11793	14955
317	11829	14917
318	11858	14869
319	11902	14841
320	11940	14804
321	11976	14766
322	12013	14728
323	12048	14688
324	12093	14661
325	12150	14647
326	12173	14592
327	12214	14561
328	12261	14534
329	12299	14497
330	12337	14461
331	12368	14417
332	12406	14381
333	12439	14339
334	12469	14293
335	12510	14260
336	12554	14230
337	12599	14202
338	12638	14166
339	12685	14140
340	12726	14107
341	12772	14079
342	12817	14050
343	12860	14019
344	12896	13980
345	12932	13941
346	12973	13908
347	13011	13870
348	13051	13837
349	13088	13798
350	13135	13771
351	13187	13749
352	13228	13715
353	13266	13679
354	13308	13645
355	13348	13611
356	13397	13584
357	13436	13548
358	13480	13517
359	13516	13478
360	13557	13444
361	13593	13405
362	13627	13364
363	13662	13325
364	13709	13295
365	13754	13265
366	13797	13233
367	13835	13196
368	13878	13163
369	13920	13130
370	13955	13090
371	13992	13052
372	14035	13019
373	14072	12980
374	14109	12943
375	14146	12905
376	14181	12865
377	14220	12828
378	14255	12788
379	14292	12750
380	14330	12712
381	14369	12676
382	14405	12638
383	14436	12594
384	14472	12555
385	14511	12519
386	14546	12478
387	14583	12441
388	14620	12402
389	14656	12364
390	14689	12322
391	14730	12287
392	14775	12256
393	14814	12220
394	14846	12177
395	14882	12139
396	14924	12104
397	14961	12066
398	15002	12032
399	15042	11996
400	15081	11959
401	15111	11916
402	15145	11876
403	15190	11843
404	15225	11804
405	15267	11770
406	15305	11732
407	15343	11695
408	15388	11663
409	15428	11627
410	15472	11595
411	15505	11553
412	15542	11515
413	15576	11475
414	15615	11438
415	15657	11404
416	15691	11364
417	15735	11331
418	15773	11293
419	15816	11260
420	15856	11223
421	15899	11189
422	15942	11156
423	15977	11116
424	16016	11079
425	16056	11043
426	16095	11006
427	16128	10965
428	16169	10930
429	16202	10889
430	16241	10852
431	16278	10814
432	16312	10774
433	16350	10737
986	2740
478	8002	2723
479	8017	2705
480	8031	2688
481	8045	2670
482	8064	2654
483	8080	2637
484	8098	2621
485	8119	2606
486	8132	2588
487	8150	2572
488	8171	2556
489	8189	2540
490	8203	2522
491	8223	2507
492	8241	2490
493	8257	2474
494	8275	2457
495	8292	2441
496	8307	2423
497	8323	2406
498	8344	2391
499	8361	2374
500	8377	2357
501	8394	2341
502	8409	2323
503	8428	2307
504	8447	2291
505	8466	2275
506	8487	2260
507	8501	2242
508	8523	2227
509	8542	2210
510	8556	2193
511	8571	2176
512	8588	2159
513	8606	2143
514	8620	2125
515	8638	2109
516	8652	2092
517	8667	2074
518	8684	2058
519	8704	2042
520	8719	2025
521	8737	2008
522	8753	1991
523	8768	1974
524	8782	1957
525	8796	1939
526	8811	1922
527	8825	1905
528	8843	1888
529	8857	1871
530	8873	1854
531	8890	1838
532	8906	1821
533	8922	1804
534	8938	1787
535	8956	1771
536	8970	1754
537	8985	1737
538	9001	1720
539	9017	1703
540	9032	1686
541	9048	1669
542	9063	1652
543	9076	1635
544	9094	1618
545	9110	1601
546	9122	1584
547	9137	1567
548	9152	1550
549	9170	1534
550	9182	1516
551	9199	1499
552	9211	1482
553	9226	1465
554	9241	1448
555	9254	1431
556	9267	1414
557	9280	1397
558	9298	1380
559	9313	1363
560	9329	1347
561	9344	1330
562	9359	1313
563	9375	1296
564	9388	1279
565	9403	1262
566	9418	1245
567	9433	1229
568	9448	1212
569	9466	1195
570	9481	1178
571	9495	1162
572	9514	1145
573	9529	1128
574	9543	1111
575	9559	1095
576	9574	1078
577	9592	1062
578	9608	1045
579	9629	1029
580	9645	1012
581	9658	995
582	9677	979
583	9695	962
584	9710	946
585	9726	929
586	9742	912
587	9756	896
588	9773	879
589	9791	863
590	9807	846
591	9825	829
592	9839	813
593	9855	796
594	9871	779
595	9886	763
596	9902	746
597	9919	729
598	9939	713
599	9953	696
600	9971	680
601	9985	663
602	10002	646
603	10014	630
604	10031	613
605	10050	597
606	10065	580
607	10080	563
608	10100	547
609	10117	530
610	10137	514
611	10153	497
612	10172	481
613	10192	464
614	10209	448
615	10230	431
616	10251	415
617	10267	398
618	10284	382
619	10300	365
620	10316	348
621	10330	332
622	10348	315
623	10364	298
624	10382	282
625	10396	265
626	10413	249
627	10435	232
628	10451	216
629	10469	199
630	10484	182
631	10503	166
632	10513	149
633	10531	132
634	10550	116
635	10567	99
636	10586	83
637	10598	66
638	10616	49
639	10638	33
640	10654	16
641	10670	0
