iter	Passed	Remaining
405	8103	5209
406	8124	5190
407	8144	5169
408	8162	5148
409	8184	5130
410	8205	5111
411	8227	5092
412	8244	5070
413	8264	5050
414	8282	5029
415	8302	5009
416	8322	4989
417	8350	4974
418	8374	4956
419	8396	4938
420	8416	4918
421	8436	4897
422	8455	4877
423	8480	4860
424	8513	4847
425	8535	4828
426	8564	4814
427	8589	4796
428	8608	4775
429	8630	4756
430	8654	4738
431	8676	4720
432	8699	4701
433	8720	4681
434	8742	4662
435	8760	4641
436	8773	4617
437	8794	4598
438	8814	4578
439	8834	4558
440	8854	4537
441	8876	4518
442	8897	4499
443	8914	4477
444	8930	4455
445	8945	4432
446	8959	4409
447	8978	4389
448	8997	4368
449	9020	4349
450	9047	4333
451	9070	4314
452	9091	4294
453	9119	4278
454	9142	4259
455	9163	4240
456	9188	4222
457	9210	4202
458	9231	4183
459	9252	4163
460	9272	4143
461	9293	4123
462	9312	4103
463	9327	4080
464	9340	4057
465	9360	4037
466	9381	4017
467	9401	3997
468	9428	3980
469	9451	3961
470	9473	3942
471	9494	3922
472	9516	3902
473	9540	3884
474	9554	3862
475	9571	3840
476	9588	3819
477	9602	3796
478	9622	3776
479	9639	3755
480	9656	3733
481	9673	3712
482	9690	3691
483	9712	3672
484	9731	3651
485	9755	3633
486	9775	3613
